title,summary,url,score,prob,keep
"“돈이 마귀라지만 너무 심하다”, 이재명 이번에는 기름값 잡을까: 슬...",물가안정법과 석유사업법에 따라 최고가격을 지정할 수 있다. 봉욱(청와대 민정수석)은 “부당 이득을... 신청자의 23%는 대부업 대출을 받은 적 있다. 6%는 불법 사금융까지 손을 댔다. 신청자의 15%가 차상위계층이나...,https://slownews.kr/155607,7,,1
"""연 60% 초과 불법사채 안 갚아도 된다""…금감원 '무효확인서' 발급","금감원 관계자는 ""대부업법 개정 전에는 법정 최고금리를 넘는 불법 대부계약이라도 원금은 상환해야 했지만, 개정 대부업법 시행으로 연 60%를 초과하는 계약은 원금과 이자 모두 무효가 됐다""며 ""무효확인서는...",https://www.asiatime.co.kr/article/20260305500387,20,,1
"""연 이율 60% 넘는 빚, 안 갚아도 됩니다""… 금감원, 무효확인서 발급",지난해 7월부터 법정 최고금리(20%)의 3배인 연 60%를 넘는 초고금리 대부 계약의 원금과 이자는 모두 갚지 않아도 된다는 내용의 '대부업법' 개정안이 시행됐지만 여전히 과도한 추심에 시달리는 채무자들이 적지 않다는...,https://www.hankookilbo.com/news/article/A2026030510550001367?did=NA,18,,1
"금감원 민생금융 범죄 직접 수사 위해 특사경 도입 추진, ""잔인한 금융 ...","강력한 단속 의지가 금융 현장의 실질 변화로 이어질 수 있도록 모든 역량을 총동원하겠다""고 말했다.... 특사경 제도를 통해 불법사금융 혐의를 인지하면 신속히 수사에 착수하겠다는 방침을 내놨다. 반사회적...",https://www.businesspost.co.kr/BP?command=article_view&num=432016,13,,1
"금감원 ""잔인한 금융 혁파 원년""…불법사금융·보험사기 단속 강화","인공지능(AI) 기술을 활용해 지능화된 범죄에 대응하고, 불법사금융·보이스피싱·보험사기 등 민생금융 범죄 단속에 나서겠다는 구상이다. 금감원은 5일 서울 여의도 본원에서 금융회사 임직원과 금융협회 관계자 등...",http://www.biztribune.co.kr/news/articleView.html?idxno=349891,16,,1
"금감원 ""잔인한 금융 혁파 원년...민생 범죄 직접 수사""",우선 불법사금융 관련 수사를 신속히 진행해 범죄 발생과 단속 사이의 시차를 최소화하겠다는 목표다. 또 반사회적 불법대부계약에는 금감원장 명의의 무효확인서를 발급하고 관련 계좌에 거래정지가 이뤄질 수 있도록...,http://www.fnnews.com/news/202603051653371083,3,,1
"금감원, 불법사금융 직접 수사 나선다...'민생 특사경' 제도 도입","강력한 단속 의지가 금융 현장의 실질적인 변화로 이어질 수 있도록 모든 역량을 총동원하겠다""고 말했다. 금감원은 또한 민생 특사경 제도 도입을 통해 불법사금융 혐의 인지 시 신속하게 수사에 착수한다. 반사회적...",https://www.pointdaily.co.kr/news/articleView.html?idxno=295040,13,,1
금융투자·보험상품 설명의무 가이드라인 마련…민생범죄 직접 수사,통해 불법사금융 혐의 인지 시 신속하게 수사에 착수함으로써 범죄 발생과 단속 사이의 시차를 최소화할 것”이라고 말했다. 반사회적 불법 대부 계약에는 금감원장 명의의 무효확인서를 발급하며 불법사금융에 이용된...,http://www.edaily.co.kr/news/newspath.asp?newsid=04952806645380368,13,,1
"금감원, 민생금융범죄 검사 수위 높인다… ""금융사, 적극 동참해달라""","이어 ""금감원은 민생금융범죄를 직접 수사하는 민생 특별사법경찰(특사경) 제도를 도입해 불법사금융 혐의 인지 시 신속히 수사에 착수할 것""이라며 ""이를 기존의 범죄 발생과 단속 사이의 시차를 최소화할 수 있다""고...",https://www.sidae.com/article/2026030511274669615,13,,1
"금감원, 불법사금융 직접 수사 추진…민생 특사경 도입",금감원은 우선 민생 특사경 제도 도입을 통해 불법사금융 등 금융범죄 대응 속도를 높일 계획이다. 특사경이 도입되면 관련 혐의를 인지하는 즉시 직접 수사에 착수할 수 있어 범죄 발생과 단속 사이의 시차를 줄일 수...,https://www.ajunews.com/view/20260305142303765,13,,1
금감원 “민생 금융범죄 직접 수사”…AI 기반 감시 강화,강력한 단속 의지가 금융 현장의 실질적인 변화로 이어질 수 있도록 모든 역량을 총동원하겠다”고 밝혔습니다. 금감원은 민생 특사경 제도 도입을 통해 불법사금융 혐의 인지 시 신속하게 수사에 착수하기로 했습니다....,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8500205&ref=A,13,,1
"금감원, 민생금융 설명회 개최…민생 특사경·ASAP 플랫폼 본격 활용",금감원은 민생 금융 범죄에 대해 직접 수사하는 민생 특사경 제도 도입을 통해 불법사금융 혐의 인지 시 신속하게 수사에 착수함으로써 범죄 발생과 단속 사이의 시차를 최소화하겠다고 했다. 아울러 반사회적...,https://www.news1.kr/finance/general-finance/6090965,13,,1
"금감원 ""민생 금융범죄 직접 수사""…AI 기반 감시 강화","강력한 단속 의지가 금융 현장의 실질적인 변화로 이어질 수 있도록 모든 역량을 총동원하겠다""고 밝혔다. 금감원은 민생 특사경 제도 도입을 통해 불법사금융 혐의 인지 시 신속하게 수사에 착수하기로 했다. 반사회적...",https://www.yna.co.kr/view/AKR20260305111700002?input=1195m,13,,1
"""2~3초마다 전화""…금감원, 불법사금융 '대포폰 킬러' 도입","고도화하고, 불법사금융 이용 전화번호를 차단하는 ‘대포 킬러’ 시스템을 도입한다. 금감원은 5일... 김 부원장보는 “올해를 ‘잔인한 금융 혁파’의 원년으로 삼고 금융당국의 강력한 단속 의지가 금융 현장의 실질적...",http://www.edaily.co.kr/news/newspath.asp?newsid=04116406645380368,13,,1
"""오늘은 금융소비자 보호의 날""…금감원, '잔인한 금융' 혁파 천명",금감원은 우선 불법사금융 대응 체계를 강화하기 위해 민생 금융범죄를 직접 수사하는 특별사법경찰 제도 도입을 추진한다. 이를 통해 불법 대부 혐의를 인지하는 즉시 수사에 착수해 범죄 발생과 단속 사이의 시차를...,https://www.newsworks.co.kr/news/articleView.html?idxno=833084,13,,1
"“금융범죄 강력 단속”…금감원, AI 탐지·특사경 투입 ‘총력 대응’",이에 금감원은 민생 금융범죄에 대해 직접 수사하는 민생 특사경제도 도입을 통해 불법사금융 혐의 인지시 신속하게 수사에 착수함으로써 범죄 발생과 단속 사이의 시차를 최소화하기로 했다. 반사회적 불법대부계약에...,https://www.dt.co.kr/article/12049733?ref=naver,3,,1
금감원 “금융범죄와 전쟁”…특사경 도입·AI 감시 강화,불법 사금융 혐의를 인지할 경우 신속하게 수사에 착수해 범죄 발생과 단속 사이의 시차를 최소화하겠다는 계획이다. 또한 반사회적 불법대부계약에 대해서는 금감원장 명의의 무효확인서를 발급하고 관련 계좌...,https://www.etoday.co.kr/news/view/2562189,-3,,0
금감원 “잔인한 금융 혁파 원년”…AI·특사경으로 민생 금융범죄 총력...,불법사금융 혐의를 인지하면 신속히 수사에 착수해 범죄 발생과 단속 사이의 시차를 최소화한다는 취지다. 불법 대부 피해자 보호 장치도 강화한다. 반사회적 불법대부계약에 대해 금감원장 명의의 무효 확인서를...,http://www.metroseoul.co.kr/article/20260305500218,3,,1
"금감원, 불법사금융 번호차단 '대포킬러' 도입","대포폰을 통화 불능 상태로 만들어 불법사금융을 원천 차단하는 시스템이 도입된다. 가상자산거래소도... 김형원 금감원 민생범죄 대응 총괄단장은 ""올해를 '잔인한 금융 혁파' 원년으로 삼고 금융 당국의 강력한 단속...",https://www.seoulfn.com/news/articleView.html?idxno=622786,16,,1
"금감원, ‘민생 특사경’ 도입…불법사금융 직접 수사","이어서 ""금감원은 민생 금융범죄에 대해 직접 수사하는 민생 특사경제도 도입을 통해 불법사금융 혐의 인지시 신속하게 수사에 착수함으로써 범죄 발생과 단속 사이의 시차를 최소화하겠다""며 ""반사회적 불법대부계약에...",https://biz.sbs.co.kr/article_hub/20000295271?division=NAVER,3,,1
