title,summary,url,score,prob,keep
새마을금고도 비회원 주담대 중단…상호금융 대출문 닫혀,"다만 일각에서는 상호금융권의 대출 문턱이 높아지면 기존보다 우량한 신용을 지닌 차주 위주로 대출이 공급될 가능성이 생기고, 결국 중저신용자들은 법정최고금리(연 20%) 수준의 대부업 등으로 밀려날 것이라는 우려도...",http://mbnmoney.mbn.co.kr/news/view?news_no=MM1005811044,16,,1
새마을금고도 비회원 주담대 중단…상호금융 대출문 '빗장',"다만 일각에서는 상호금융권의 대출 문턱이 높아지면 기존보다 우량한 신용을 지닌 차주 위주로 대출이 공급될 가능성이 생기고, 결국 중저신용자들은 법정최고금리(연 20%) 수준의 대부업 등으로 밀려날 것이라는 우려도...",https://biz.sbs.co.kr/article_hub/20000303381?division=NAVER,16,,1
새마을금고도 비회원 주담대 중단…대출문 꽉 닫는 상호금융,"다만 일각에서는 상호금융권의 대출 문턱이 높아지면 기존보다 우량한 신용을 지닌 차주 위주로 대출이 공급될 가능성이 생기고, 결국 중저신용자들은 법정최고금리(연 20%) 수준의 대부업 등으로 밀려날 것이라는 우려도...",https://www.yna.co.kr/view/AKR20260409172100002?input=1195m,16,,1
"연 5,214% 이자에 극단적 추심 끝 싱글맘 숨져... 사채업자 징역 4년","법정 최고금리인 연 20%를 100배 이상 초과하는 수치다. 대부업법 및 이자제한법에 따르면, 법정 최고 이자율을 초과하는 이자 약정은 그 초과 부분에 한해 무효다. 채무자는 법정 이자율을 넘어서는 금액을 지급할 의무가...",https://lawtalknews.co.kr/article/Z65FIYHFCMLT,14,,1
"[기획] ""5만 원 빌렸을 뿐인데""…인스타그램 속 연 1000% 고리채, 교실을...","이자가 어떻게 계산되는지, 법정 최고 금리가 무엇인지, 미등록 대부업이 왜 불법인지를 학교에서 단 한 번도 배운 적 없는 학생에게 SNS 속 대리입금 광고는 위험 신호가 아니라 편리한 서비스로 보일 수밖에 없다....",https://www.gokorea.kr/news/articleView.html?idxno=863031,-1,,0
[불사금의 뿌리④] 관계 털고 공포를 판다…디지털 불법추심 설계도,[사진=게티이미지뱅크] 거듭 되살아나는 시장…국경 밖의 공격 문제는 국내 단속만으로 이 시장을 꺾기 어렵다는 점이다. 불법사금융은 더 이상 개별 업자의 일탈이나 지역 단위의 음성 영업으로 설명되지 않는다. 모집...,https://www.ntoday.co.kr/news/articleView.html?idxno=126441,7,,1
"소진공, 소상공인 피싱범죄 피해 예방 총력 대응",먼저 소진공은 경찰청으로부터 제공받은 최신 보이스피싱 유형과 실제 피해 사례를 종합해 마련한 '소상공인이 조심해야 할 주요 피싱범죄 유형'을 전국 78개 지역센터를 통해 안내하고 교육에 활용할 계획이다. 주요...,https://view.asiae.co.kr/article/2026041008032239310,0,,0
보이스피싱 피해자 30% ‘고령층’…전용 무료 보험까지 등장,"전화금융사기, 보이스피싱의 주요 표적은 60대 이상 고령층에 집중돼 있는데요. 상황이 이렇자 최근 은행권에선 피해 구제를 위해 무료 보험 상품까지 내놨습니다. 임서영 기자가 보도합니다. [리포트] 강원도 춘천시의...",https://news.kbs.co.kr/news/pc/view/view.do?ncd=8532208&ref=A,4,,1
"사기가 판치는 세상, 그래도 사람을 믿어야 할 이유","그런데 지금은 인터넷으로 거짓말을 할 수 있고 돈도 비대면으로 받을 수 있으니 굳이 범죄자가 피해자와 대면할 필요가 없다. 멕시코엔 마약왕, 한국엔 사기왕 대표적인 것이 보이스 피싱이다. ‘피싱’은 영어로...",https://shindonga.donga.com/3/all/13/6165319/1,0,,0
"‘추경 노린 피싱’ 막는다…소진공, 300만 소상공인에 범죄 경보",우선 경찰청으로부터 제공받은 최신 보이스피싱 유형과 실제 피해 사례를 종합해 ‘소상공인이 조심해야 할 주요 피싱범죄 유형’을 마련했다. 해당 자료는 전국 78개 지역센터를 통해 의심 사례 안내와 교육에 활용될...,https://biz.heraldcorp.com/article/10714035?ref=naver,0,,0
